VM-VU5PRA100GSSSC;Licensing>VMware>View
MC-VSVCKEABEA;Licensing>McAfee>VirusScan
MC-VSVCKEABCA;Licensing>McAfee>VirusScan
MC-VSVCKEABBA;Licensing>McAfee>VirusScan
MC-VSVCKEABDA;Licensing>McAfee>VirusScan
MC-VSVYCMABAA;Licensing>McAfee>VirusScan
MC-VSVYCMABAAHOME;
MC-VSVYCMABEA;Licensing>McAfee>VirusScan
MC-VSVYCMABCA;Licensing>McAfee>VirusScan
MC-VSVYCMABBA;Licensing>McAfee>VirusScan
MC-VSVYCMABDA;Licensing>McAfee>VirusScan
MC-NAPCKEABAA;Licensing>McAfee>VirusScan
MC-NAPCKEABAAHOME;
MC-NAPCKEABGA;Licensing>McAfee>VirusScan
MC-NAPCKEABDA;Licensing>McAfee>VirusScan
MC-NAPCKEABEA;Licensing>McAfee>VirusScan
MC-NAPCKEABBA;Licensing>McAfee>VirusScan
MC-NAPCKEABFA;Licensing>McAfee>VirusScan
MC-NAPCKEABCA;Licensing>McAfee>VirusScan
MC-NAPYCMABAA;Licensing>McAfee>VirusScan
MC-NAPYCMABAAHOME;
MC-NAPYCMABGA;Licensing>McAfee>VirusScan
MC-NAPYCMABDA;Licensing>McAfee>VirusScan
MC-NAPYCMABEA;Licensing>McAfee>VirusScan
MC-NAPYCMABBA;Licensing>McAfee>VirusScan
MC-NAPYCMABFA;Licensing>McAfee>VirusScan
MC-NAPYCMABCA;Licensing>McAfee>VirusScan
MC-NAPCKECBEA;Licensing>McAfee>VirusScan
MC-NAPCKECBBA;Licensing>McAfee>VirusScan
MC-NAPCKECBFA;Licensing>McAfee>VirusScan
MC-NAPCKECBCA;Licensing>McAfee>VirusScan
MC-NAPCKECBAA;Licensing>McAfee>VirusScan
MC-NAPCKECBAAHOME;
MC-NAPCKECBGA;Licensing>McAfee>VirusScan
MC-NAPCKECBDA;Licensing>McAfee>VirusScan
MC-AVMYFMAAAA;Licensing>McAfee>VirusScan
MC-AVMYFMAAAAHOME;
MC-AVMYFMAAJA;Licensing>McAfee>VirusScan
MC-AVMYFMAAGA;Licensing>McAfee>VirusScan
MC-AVMYFMAADA;Licensing>McAfee>VirusScan
MC-AVMYFMAAHA;Licensing>McAfee>VirusScan
MC-AVMYFMAAEA;Licensing>McAfee>VirusScan
MC-AVMYFMAABA;Licensing>McAfee>VirusScan
MC-AVMYFMAAIA;Licensing>McAfee>VirusScan
MC-AVMYFMAAFA;Licensing>McAfee>VirusScan
MC-AVMYFMAACA;Licensing>McAfee>VirusScan
MC-AVMCDEAAAA;Licensing>McAfee>VirusScan
MC-AVMCDEAAAAHOME;
MC-AVMCDEAAJA;Licensing>McAfee>VirusScan
MC-AVMCDEAAGA;Licensing>McAfee>VirusScan
MC-AVMCDEAADA;Licensing>McAfee>VirusScan
MC-AVMCDEAAHA;Licensing>McAfee>VirusScan
MC-AVMCDEAAEA;Licensing>McAfee>VirusScan
MC-AVMCDEAABA;Licensing>McAfee>VirusScan
MC-AVMCDEAAIA;Licensing>McAfee>VirusScan
MC-AVMCDEAAFA;Licensing>McAfee>VirusScan
MC-AVMCDEAACA;Licensing>McAfee>VirusScan
MC-AVM85M;Licensing>McAfee>VirusScan
MC-VNWXXM002TAA;Licensing>McAfee>VirusScan
MC-VNWPRM002YAAA;Licensing>McAfee>VirusScan
MC-VSMCDEAAAA;Licensing>McAfee>VirusScan
MC-VSMCDEAAAAHOME;
MC-VSMCDEAAJA;Licensing>McAfee>VirusScan
MC-VSMCDEAAGA;Licensing>McAfee>VirusScan
MC-VSMCDEAADA;Licensing>McAfee>VirusScan
MC-VSMCDEAAHA;Licensing>McAfee>VirusScan
MC-VSMCDEAAEA;Licensing>McAfee>VirusScan
MC-VSMCDEAABA;Licensing>McAfee>VirusScan
MC-VSMCDEAAIA;Licensing>McAfee>VirusScan
MC-VSMCDEAAFA;Licensing>McAfee>VirusScan
MC-VSMCDEAACA;Licensing>McAfee>VirusScan
MC-VSMYFMAAJA;Licensing>McAfee>VirusScan
MC-VSMYFMAAGA;Licensing>McAfee>VirusScan
MC-VSMYFMAADA;Licensing>McAfee>VirusScan
MC-VSMYFMAAHA;Licensing>McAfee>VirusScan
MC-VSMYFMAAEA;Licensing>McAfee>VirusScan
MC-VSMYFMAABA;Licensing>McAfee>VirusScan
MC-VSMYFMAAIA;Licensing>McAfee>VirusScan
MC-VSMYFMAAFA;Licensing>McAfee>VirusScan
MC-VSMYFMAACA;Licensing>McAfee>VirusScan
MC-VSMYFMAAAA;Licensing>McAfee>VirusScan
MC-VSMYFMAAAAHOME;
MS-D8701532;Brands>Microsoft>Visio
MS-D8601603;Brands>Microsoft>Visio
MS-TSD00859;Licensing>Microsoft Open Value>Visio
MS-TSD01040;Brands>Microsoft>Visio
MS-TSD01028;Licensing>Microsoft Open Government>Visio
MS-TSD01026;Licensing>Microsoft Open Government>Visio
MS-D8703094;Licensing>Microsoft Open Business>Visio
MS-D8703091;Licensing>Microsoft Open Government>Visio
MS-D8704941;Licensing>Microsoft Open Business>Visio
MS-D8704895;Licensing>Microsoft Open Government>Visio
MS-D8701072;Licensing>Microsoft Open Government>Visio
MS-D8705962;Licensing>Microsoft Open Business>Visio
MS-D8701143;Licensing>Microsoft Open Business>Visio
MS-D8702398;Licensing>Microsoft Open Value>Visio
MS-D8702785;Brands>Microsoft>Visio
MS-D8704973;Brands>Microsoft>Visio
MS-D8704973HOME;
MS-D8704973DL;Brands>Microsoft>Visio
MS-D8602427;Licensing>Microsoft Open Value>Visio
MS-D8602751;Brands>Microsoft>Visio
MS-D8602969;Licensing>Microsoft Open Business>Visio
MS-D8602966;Licensing>Microsoft Open Government>Visio
MS-D8604533;Brands>Microsoft>Visio
MS-D8604533HOME;
MS-D8604533DL;Brands>Microsoft>Visio
MS-D8604483;Licensing>Microsoft Open Business>Visio
MS-D8604527;Licensing>Microsoft Open Government>Visio
MS-D8601171;Licensing>Microsoft Open Government>Visio
MS-D8605338;Licensing>Microsoft Open Business>Visio
MS-D8601167;Licensing>Microsoft Open Business>Visio
AD-38040165;Brands>Adobe>Visual Communicator
AD-38040167;Brands>Adobe>Visual Communicator
MS-34001231;Brands>Microsoft>Visual FoxPro
MS-34001230;Brands>Microsoft>Visual FoxPro
MS-34001247;Licensing>Microsoft Open Government>Visual FoxPro
MS-C5E00001;Brands>Microsoft>Visual Studio
MS-12700012;Brands>Microsoft>Visual Studio
MS-12700021;Brands>Microsoft>Visual Studio
MS-C5E00245;Brands>Microsoft>Visual Studio
MS-UEH00006;Brands>Microsoft>Visual Studio
MS-UEH00007;Brands>Microsoft>Visual Studio
MS-12700166;Brands>Microsoft>Visual Studio
MS-N5F00055;Licensing>Microsoft Open Business>Visual Studio
MS-9GD00001;Brands>Microsoft>Visual Studio
MS-C5E00521;Brands>Microsoft>Visual Studio
MS-C5E00521HOME;
MS-C5E00521DL;Brands>Microsoft>Visual Studio
MS-C5E00724;Licensing>Microsoft Open Business>Visual Studio
MS-C5E00523;Brands>Microsoft>Visual Studio
MS-UEH00032;Brands>Microsoft>Visual Studio
MS-UEH00033;Brands>Microsoft>Visual Studio
MS-FPD00059;Brands>Microsoft>Visual Studio
MS-FPD00060;Brands>Microsoft>Visual Studio
MS-12601489;Licensing>Microsoft Open Business>Visual Studio
MS-66B00678;Licensing>Microsoft Open Business>Visual Studio
MS-12500939;Licensing>Microsoft Open Business>Visual Studio
MS-12601492;Licensing>Microsoft Open Business>Visual Studio
MS-9JD00002;Brands>Microsoft>Visual Studio
MS-9JD00003;Brands>Microsoft>Visual Studio
MS-9ED00130;Licensing>Microsoft Open Business>Visual Studio
MS-C5E00979;Licensing>Microsoft Open Business>Visual Studio
MS-C5E00986;Licensing>Microsoft Open Government>Visual Studio
MS-77D00092;Licensing>Microsoft Open Business>Visual Studio
MS-12601681;Licensing>Microsoft Open Government>Visual Studio
MS-66B00729;Licensing>Microsoft Open Government>Visual Studio
MS-12501188;Licensing>Microsoft Open Government>Visual Studio
MS-12601682;Licensing>Microsoft Open Government>Visual Studio
MS-126-01664;Licensing>Microsoft Open Business>Visual Studio
MS-12600361;Licensing>Microsoft Open Business>Visual Studio
MS-66B00721;Licensing>Microsoft Open Business>Visual Studio
MS-66B00179;Licensing>Microsoft Open Business>Visual Studio
MS-12501180;Licensing>Microsoft Open Business>Visual Studio
MS-12500214;Licensing>Microsoft Open Business>Visual Studio
MS-12601666;Licensing>Microsoft Open Business>Visual Studio
MS-12600371;Licensing>Microsoft Open Business>Visual Studio
MS-9JD00108;Licensing>Microsoft Open Business>Visual Studio
MS-L3D00001;Brands>Microsoft>Visual Studio
MS-L3D00503;Licensing>Microsoft Open Government>Visual Studio LightSwitch
MS-9ED00068;Licensing>Microsoft Open Government>Visual Studio
MS-9ED00111;Licensing>Microsoft Open Value>Visual Studio
MS-77D00076;Licensing>Microsoft Open Value>Visual Studio
MS-6KD00076;Licensing>Microsoft Open Value>Visual Studio
MS-C5E00367;Licensing>Microsoft Open Government>Visual Studio
MS-C5E00738;Licensing>Microsoft Open Government>Visual Studio
MS-77D00107;Licensing>Microsoft Open Government>Visual Studio
MS-UEF00025;Brands>Microsoft>Visual Studio
MS-UEA00103;Brands>Microsoft>Visual Studio
MS-UEC00005;Brands>Microsoft>Visual Studio
MS-UEE00014;Brands>Microsoft>Visual Studio
MS-KKF00002;Brands>Microsoft>Visual Studio
MS-12600450;Licensing>Microsoft Open Value>Visual Studio
MS-66B00226;Licensing>Microsoft Open Value>Visual Studio
MS-12500265;Licensing>Microsoft Open Value>Visual Studio
MS-12600503;Licensing>Microsoft Open Value>Visual Studio
MS-12601195;Licensing>Microsoft Open Government>Visual Studio
MS-66B00476;Licensing>Microsoft Open Government>Visual Studio
MS-12601200;Licensing>Microsoft Open Government>Visual Studio
MS-12601571;Licensing>Microsoft Open Government>Visual Studio
MS-66B00692;Licensing>Microsoft Open Government>Visual Studio
MS-12601572;Licensing>Microsoft Open Government>Visual Studio
MS-12600300;Licensing>Microsoft Open Government>Visual Studio
MS-66B00152;Licensing>Microsoft Open Government>Visual Studio
MS-12600306;Licensing>Microsoft Open Government>Visual Studio
MS-12500858;Brands>Microsoft>Visual Studio
MS-12601408;Brands>Microsoft>Visual Studio
MS-12500859;Brands>Microsoft>Visual Studio
MS-12601409;Brands>Microsoft>Visual Studio
MS-L5D00127;Licensing>Microsoft Open Value>Visual Studio
MS-6LD00002;Brands>Microsoft>Visual Studio
MS-6LD00003;Brands>Microsoft>Visual Studio
MS-9JD-00047;Licensing>Microsoft Open Government>Visual Studio
MS-9JD00056;Licensing>Microsoft Open Value>Visual Studio
CV-188212;Licensing>Condusiv>V-Locity
CV-188212HOME;
CV-188221;Licensing>Condusiv>V-Locity
CV-188221HOME;
CV-190852;Licensing>Condusiv>V-Locity
CV-188224;Licensing>Condusiv>V-Locity
CV-188225;Licensing>Condusiv>V-Locity
CV-188226;Licensing>Condusiv>V-Locity
CV-188222;Licensing>Condusiv>V-Locity
CV-188227;Licensing>Condusiv>V-Locity
CV-188228;Licensing>Condusiv>V-Locity
CV-190851;Licensing>Condusiv>V-Locity
CV-188223;Licensing>Condusiv>V-Locity
CV-190850;Licensing>Condusiv>V-Locity
CV-188215;Licensing>Condusiv>V-Locity
CV-188216;Licensing>Condusiv>V-Locity
CV-188217;Licensing>Condusiv>V-Locity
CV-188213;Licensing>Condusiv>V-Locity
CV-188218;Licensing>Condusiv>V-Locity
CV-188219;Licensing>Condusiv>V-Locity
CV-190849;Licensing>Condusiv>V-Locity
CV-188214;Licensing>Condusiv>V-Locity
AC-VMPXRPENS11;Licensing>Acronis>vmProtect
AC-VMPXRPENS11HOME;
AC-VMPXRPENS15;Licensing>Acronis>vmProtect
AC-VMPXRPENS12;Licensing>Acronis>vmProtect
AC-VMPXRPENS13;Licensing>Acronis>vmProtect
AC-VMPXRPENS14;Licensing>Acronis>vmProtect
AC-VMPXRBENS11;Licensing>Acronis>vmProtect
AC-VMPXRBENS11HOME;
AC-VMPXRBENS15;Licensing>Acronis>vmProtect
AC-VMPXRBENS12;Licensing>Acronis>vmProtect
AC-VMPXRBENS13;Licensing>Acronis>vmProtect
AC-VMPXRBENS14;Licensing>Acronis>vmProtect
AC-VMPHLPENS11;Licensing>Acronis>vmProtect
AC-VMPHLPENS11HOME;
AC-VMPHLPENS15;Licensing>Acronis>vmProtect
AC-VMPHLPENS12;Licensing>Acronis>vmProtect
AC-VMPHLPENS13;Licensing>Acronis>vmProtect
AC-VMPHLPENS14;Licensing>Acronis>vmProtect
AC-VMPHLSENS11;Licensing>Acronis>vmProtect
AC-VMPHLSENS11HOME;
AC-VMPHLSENS15;Licensing>Acronis>vmProtect
AC-VMPHLSENS12;Licensing>Acronis>vmProtect
AC-VMPHLSENS13;Licensing>Acronis>vmProtect
AC-VMPHLSENS14;Licensing>Acronis>vmProtect
AC-VMPHUPENS11;Licensing>Acronis>vmProtect
AC-VMPHUPENS11HOME;
AC-VMPHUPENS15;Licensing>Acronis>vmProtect
AC-VMPHUPENS12;Licensing>Acronis>vmProtect
AC-VMPHUPENS13;Licensing>Acronis>vmProtect
AC-VMPHUPENS14;Licensing>Acronis>vmProtect
AC-VMPHUSENS11;Licensing>Acronis>vmProtect
AC-VMPHUSENS11HOME;
AC-VMPHUSENS15;Licensing>Acronis>vmProtect
AC-VMPHUSENS12;Licensing>Acronis>vmProtect
AC-VMPHUSENS13;Licensing>Acronis>vmProtect
AC-VMPHUSENS14;Licensing>Acronis>vmProtect
VM-FUS4ENGMPRO;Brands>VMware>Fusion
VM-FUS5ENGMCP;Brands>VMware>Fusion
PN-82503000601;More Brands>Avid>Vocal Studio
PG-176PEEPL;More Brands>Paragon>Volume Snapshot
VM-VS5ENTAK2C;Licensing>VMware>Acceleration Kit
VM-VS5ENTAK2PSSSC;Licensing>VMware>Acceleration Kit
VM-VS5ENTAK23GSSSC;Licensing>VMware>Acceleration Kit
VM-VS5ENTAK23PSSSC;Licensing>VMware>Acceleration Kit
VM-VS5ENTAK2GSSSC;Licensing>VMware>Acceleration Kit
VM-VS5ENTAK2GSSSCHOME;
VM-VS5EPLAK2C;Licensing>VMware>Acceleration Kit
VM-VS5EPLAK2PSSSC;Licensing>VMware>Acceleration Kit
VM-VS5EPLAK23GSSSC;Licensing>VMware>Acceleration Kit
VM-VS5EPLAK23PSSSC;Licensing>VMware>Acceleration Kit
VM-VS5EPLAK2GSSSC;Licensing>VMware>Acceleration Kit
VM-VS5EPLAK2GSSSCHOME;
VM-VS5STDAK2C;Licensing>VMware>Acceleration Kit
VM-VS5STDAK2PSSSC;Licensing>VMware>Acceleration Kit
VM-VS5STDAK23GSSSC;Licensing>VMware>Acceleration Kit
VM-VS5STDAK23PSSSC;Licensing>VMware>Acceleration Kit
VM-VS5STDAK2GSSSC;Licensing>VMware>Acceleration Kit
VM-VS5STDAK2GSSSCHOME;
VM-VS5ENTC;Licensing>VMware>vSphere
VM-VS5ENTA;Licensing>VMware Academic>vSphere
VM-VS5STDENTUGC;Licensing>VMware>vSphere
VM-VS5ESPENTAK2UGC;Licensing>VMware>Acceleration Kit
VM-VS5ENTPLC;Licensing>VMware>vSphere
VM-VS5ENTPLA;Licensing>VMware Academic>vSphere
VM-VS5ENTEPLUGC;Licensing>VMware>vSphere
VM-VS5STDEPLUGC;Licensing>VMware>vSphere
VM-VS5ESSLBUNC;Licensing>VMware>vSphere
VM-VS5ESSLBUNA;Licensing>VMware Academic>vSphere
VM-VS5ESPBUNC;Licensing>VMware>vSphere
VM-VS5ESPBUNA;Licensing>VMware Academic>vSphere
VM-VS5ESESPLBUNUGC;Licensing>VMware>vSphere
VM-VS5ESPLMUGC;Licensing>VMware>vSphere
VM-VS5STDC;Licensing>VMware>vSphere
VM-VS5STDA;Licensing>VMware Academic>vSphere
VM-VCS5FNDSTDUGC;Licensing>VMware>vSphere
IF-01688;More Brands>Infinite Skills>Programming Training
OR-A97163L16410;Licensing>Oracle>Web Services Manager
OR-L16410;Licensing>Oracle>Web Services Manager
OR-A97163L16416;Licensing>Oracle>Web Services Manager
OR-L16416;Licensing>Oracle>Web Services Manager
OR-A97163L58925;Licensing>Oracle>WebCenter Suite
OR-L58925;Licensing>Oracle>WebCenter Suite
OR-A97163L58933;Licensing>Oracle>WebCenter Suite
OR-L58933;Licensing>Oracle>WebCenter Suite
OR-A97163L58940;Licensing>Oracle>WebCenter Suite
OR-L58940;Licensing>Oracle>WebCenter Suite
OR-A97163L58948;Licensing>Oracle>WebCenter Suite
OR-L58948;Licensing>Oracle>WebCenter Suite
OR-A97163L58955;Licensing>Oracle>WebLogic Server
OR-L58955;Licensing>Oracle>WebLogic Server
OR-A97163L58963;Licensing>Oracle>WebLogic Server
OR-L58963;Licensing>Oracle>WebLogic Server
OR-A97163L61126;Licensing>Oracle>WebLogic Server
OR-L61126;Licensing>Oracle>WebLogic Server
OR-A97163L61133;Licensing>Oracle>WebLogic Server
OR-L61133;Licensing>Oracle>WebLogic Server
OR-A97163L61143;Licensing>Oracle>WebLogic Server
OR-L61143;Licensing>Oracle>WebLogic Server
OR-A97163L58970;Licensing>Oracle>WebLogic Server
OR-L58970;Licensing>Oracle>WebLogic Server
OR-A97163L58978;Licensing>Oracle>WebLogic Server
OR-L58978;Licensing>Oracle>WebLogic Server
OR-L69176;Licensing>Oracle>WebLogic Server
OR-L69170;Licensing>Oracle>WebLogic Server
OR-A97163L69176;Licensing>Oracle>WebLogic Server
OR-A97163L69170;Licensing>Oracle>WebLogic Server
OR-A97163L59000;Licensing>Oracle>WebLogic Server
OR-L59000;Licensing>Oracle>WebLogic Server
OR-A97163L59008;Licensing>Oracle>WebLogic Server
OR-L59008;Licensing>Oracle>WebLogic Server
MS-C7800001;Brands>Microsoft>Windows Server
MS-C1000010O;Brands>Microsoft>Windows Server
MS-C1000010U1;Brands>Microsoft>Windows Server
MS-C1103148;Brands>Microsoft>Windows Server
MS-C1100018;Brands>Microsoft>Windows Server
MS-C1100018PROMO;Brands>Microsoft>Windows Server
MS-C1100019O;Brands>Microsoft>Windows Server
MS-C1100016;Brands>Microsoft>Windows Server
MS-C1100016O;Brands>Microsoft>Windows Server
MS-C1100016PROMO;Brands>Microsoft>Windows Server
IF-01583;More Brands>Infinite Skills>Microsoft Training
MS-GFC00019;Brands>Microsoft>Windows
MS-GFC00020;Brands>Microsoft>Windows
MS-4WC00040;Brands>Microsoft>Windows
MS-GFC02021;Brands>Microsoft>Windows
MS-GFC02126;Brands>Microsoft>Windows
MS-GFC02217;Brands>Microsoft>Windows
MS-GFC02050;Brands>Microsoft>Windows
MS-GFC02153;Brands>Microsoft>Windows
MS-GFC02228;Brands>Microsoft>Windows
MS-GFC00564;Brands>Microsoft>Windows
MS-GFC00949;Brands>Microsoft>Windows
MS-GFC01042;Brands>Microsoft>Windows
MS-GFC00599;Brands>Microsoft>Windows
MS-GFC00977;Brands>Microsoft>Windows
MS-FQC02994;Licensing>Microsoft Open Value>Windows
MS-FQC02998;Licensing>Microsoft Open Value>Windows
MS-FQC03006;Licensing>Microsoft Open Value>Windows
MS-FQC00129;Brands>Microsoft>Windows
MS-FQC00130;Brands>Microsoft>Windows
MS-7KC00040;Brands>Microsoft>Windows
MS-FQC02371;Licensing>Microsoft Open Business>Windows
MS-FQC02420;Licensing>Microsoft Open Government>Windows
MS-FQC04617;Brands>Microsoft>Windows
MS-FQC04649;Brands>Microsoft>Windows
MS-FQC04725;Brands>Microsoft>Windows
MS-FQC-04770;Brands>Microsoft>Windows
MS-FQC00730;Brands>Microsoft>Windows
MS-FQC01166;Brands>Microsoft>Windows
MS-FQC-01241;Brands>Microsoft>Windows
MS-FQC00765;Brands>Microsoft>Windows
MS-FQC01197;Brands>Microsoft>Windows
MS-GLC00182;Brands>Microsoft>Windows
MS-GLC00184;Brands>Microsoft>Windows
MS-39C00040;Brands>Microsoft>Windows
MS-GLC01809;Brands>Microsoft>Windows
MS-GLC01878;Brands>Microsoft>Windows
MS-GLC01935;Brands>Microsoft>Windows
MS-GLC01844;Brands>Microsoft>Windows
MS-GLC01909;Brands>Microsoft>Windows
MS-GLC01938;Brands>Microsoft>Windows
MS-GLC00701;Brands>Microsoft>Windows
MS-GLC00863;Brands>Microsoft>Windows
MS-GLC00920;Brands>Microsoft>Windows
MS-GLC00736;Brands>Microsoft>Windows
MS-GLC00894;Brands>Microsoft>Windows
MS-WN700368;Brands>Microsoft>Windows
MS-WN700404;Brands>Microsoft>Windows
MS-FQC06476;Licensing>Microsoft Open Government>Windows
MS-FQC06457;Licensing>Microsoft Open Business>Windows
MS-FQC02374;Licensing>Microsoft Open Business>Windows
MS-FQC02421;Licensing>Microsoft Open Government>Windows
MS-FQC05920;Brands>Microsoft>Windows
MS-FQC05956;Brands>Microsoft>Windows
MS-3UR00001;Brands>Microsoft>Windows
MS-5VR-00001;Brands>Microsoft>Windows
MS-6VC01161BDL20;Licensing>Microsoft Open Business>Windows Remote Desktop Services
MS-6VC01164BDL20;Licensing>Microsoft Open Business>Windows Remote Desktop Services
MS-6VC01161BDL5;Licensing>Microsoft Open Business>Windows Remote Desktop Services
MS-6VC01164BDL5;Licensing>Microsoft Open Business>Windows Remote Desktop Services
MS-6VC01161;Licensing>Microsoft Open Business>Windows Server
MS-6VC00979;Licensing>Microsoft Open Value>Windows Remote Desktop
MS-6XC00162;Licensing>Microsoft Open Value>Windows Remote Desktop
MS-6VC01164;Licensing>Microsoft Open Business>Windows Server
MS-6VC00981;Licensing>Microsoft Open Value>Windows Remote Desktop
MS-6VC01245;Licensing>Microsoft Open Government>Windows Remote Desktop
MS-6XC00295;Licensing>Microsoft Open Government>Windows Remote Desktop
MS-6XC00293;Licensing>Microsoft Open Government>Windows Remote Desktop
MS-6VC01246;Licensing>Microsoft Open Government>Windows Remote Desktop
MS-6VC01242;Licensing>Microsoft Open Government>Windows Remote Desktop
MS-6VC01241;Licensing>Microsoft Open Government>Windows Remote Desktop
MS-6VC02071;Licensing>Microsoft Open Business>Windows Server
MS-6VC02079;Licensing>Microsoft Open Government>Windows Remote Desktop
MS-6VC01149;Licensing>Microsoft Open Business>Windows Server
MS-6XC00331;Licensing>Microsoft Open Business>Windows Server
MS-6XC00334;Licensing>Microsoft Open Government>Windows Remote Desktop
MS-6XC00248;Licensing>Microsoft Open Business>Windows Server
MS-6VC02073;Licensing>Microsoft Open Business>Windows Server
MS-6VC02080;Licensing>Microsoft Open Government>Windows Remote Desktop
MS-6VC01152;Licensing>Microsoft Open Business>Windows Server
MS-T9802655;Licensing>Microsoft Open Government>Rights Management Services
MS-T9901063;Licensing>Microsoft Open Government>Reporting Manager
MS-T9802656;Licensing>Microsoft Open Government>Rights Management Services
MS-T9802644;Licensing>Microsoft Open Business>Rights Management Services
MS-T9901056;Licensing>Microsoft Open Business>Rights Management Services
MS-T9802646;Licensing>Microsoft Open Business>Rights Management Services
MS-R1801848;Licensing>Microsoft Open Value>Windows Server
MS-R3900609;Licensing>Microsoft Open Value>Windows Server
MS-R1801853;Licensing>Microsoft Open Value>Windows Server
MS-R1800910;Brands>Microsoft>Windows Server
MS-R39-00292;Licensing>Microsoft Open Business>Windows Server
MS-P7200981;Brands>Microsoft>Windows Server
MS-P7201058;Brands>Microsoft>Windows Server
MS-P7201692;Brands>Microsoft>Windows Server
MS-P7201696;Brands>Microsoft>Windows Server
MS-P7202431;Brands>Microsoft>Windows Server
MS-P7202365;Brands>Microsoft>Windows Server
MS-P7202506;Brands>Microsoft>Windows Server
MS-P7201056;Brands>Microsoft>Windows Server
MS-P7200001;Brands>Microsoft>Windows Server
MS-P7200640;Brands>Microsoft>Windows Server
MS-R18-00134;Licensing>Microsoft Open Business>Windows Server
MS-R1900134BDL20;Licensing>Microsoft Open Business>Windows Server
MS-R1900133BDL20;Licensing>Microsoft Open Business>Windows Server
MS-R1900134BDL5;Licensing>Microsoft Open Business>Windows Server
MS-R1900133BDL5;Licensing>Microsoft Open Business>Windows Server
MS-R19-00134;Licensing>Microsoft Open Business>Windows Server
MS-R19-00144;Licensing>Microsoft Open Business>Windows Server
MS-R1900133;Licensing>Microsoft Open Business>Windows Server
MS-R19-00143;Licensing>Microsoft Open Business>Windows Server
MS-R18-00133;Licensing>Microsoft Open Business>Windows Server
MS-P73-01972;Licensing>Microsoft Open Business>Windows Server
MS-P7301972BDL5;Licensing>Microsoft Open Business>Windows Server
MS-R1800907U100;Brands>Microsoft>Windows Server
MS-R1800908;Brands>Microsoft>Windows Server
MS-P7200001U25;Brands>Microsoft>Windows Server
MS-R1800889;Brands>Microsoft>Windows Server
MS-R1800907;Brands>Microsoft>Windows Server
MS-R1801063;Brands>Microsoft>Windows Server
MS-R1800907U50;Brands>Microsoft>Windows Server
MS-P7301083;Brands>Microsoft>Windows Server
MS-P7301082;Brands>Microsoft>Windows Server
MS-P7301232;Brands>Microsoft>Windows Server
MS-P7301997;Brands>Microsoft>Windows Server
MS-P7301670;Brands>Microsoft>Windows Server
MS-P7301669;Brands>Microsoft>Windows Server
MS-P7301675;Brands>Microsoft>Windows Server
MS-P7301677;Brands>Microsoft>Windows Server
MS-P7302768;Brands>Microsoft>Windows Server
MS-P7302510;Brands>Microsoft>Windows Server
MS-P7302509;Brands>Microsoft>Windows Server
