Item ID,Item Description,Qty on Hand,Avg Cost,Item Value
TS-SNAG0112E,SNAGIT 12 ESD 1U,,39.75,
TS-SNAG01U11,SNAGIT 11 UPGRADE,,19.96,
TS-SNAG01U11E,SNAGIT 11 UPGRADE ESD,,20.48,
TS-SNAG01U12E,SNAGIT 12 UPGRADE ESD,,19.90,
TS-SNAG0911E,SNAGIT 11 5-9 USER LIC,,31.16,
TS-SNAG2411E,SNAGIT 11 10-24U LIC,,23.89,
TS-SNAG49911E,SNAGIT 11 100-499 ESD,,15.56,
TS-SNAG9911E,OLP SNAGIT 11 25-99U,,19.90,
TT-LADALL0012C1,ADOBE TRN ONLINE LIB 1-4U 1YR,,91.48,
TT-LMSALL0012C1,ONLINE LIB MS TRAINING 1-4U,,146.65,
TT-LTTALL0012C1,ONLINE LIBRARY ACCESS LIC 1-4,,88.66,
TT-TACBT9,TT ACROBAT PRO 9 ESS,,35.89,
TT-TACBTX,Total Training Acrobat X PRO,,81.53,
TT-TAECS5,AFTER EFFECTS CS5,,,
TT-TAPSCS4BUNDLE,CS4 PRODUCTION PREM BUNDLE,,267.53,
TT-TAPSCS5,CS5 PROD PREMIUM,,94.01,
TT-TCS4DESIGN,TOTAL T FOR CS4 DESIGN WORKFLO,,,
TT-TCS4DESIGNBUNDLE,TT FOR ADOBE CS4 DESIGN PREMIU,,167.54,
TT-TCS4MASTERSBUNDLE,CS4MASTER COLLECTION ESSENTIAL,,282.76,
TT-TCS5DESIGNBUNDLE,Total Training for CS5 Design,,98.47,
TT-TCS5MASTERSBUNDLE,CS5 MASTER COLLECTION,,389.81,
TT-TCS5WEBPREMIUMBUN,CS5 WEB PREMIUM,,132.37,
TT-TDREAMCS4,TT DREAMWEAVER CS4,,51.73,
TT-TDREAMCS4ADV,TT DWCS4 ADV,,79.79,
TT-TDREAMCS5,TT FOR DREAMWEAVER CS5,,89.40,
TT-TELEMENTS7BUNDLE,TOTAL TRAINING FOR ELMENTS 7 B,,26.62,
TT-TEXCEL10ADV,Total Training for Excel 2010:,,83.53,
TT-TEXCEL2010,Total Training for Excel 2010:,,41.44,
TT-TEXPWEB,TOTAL TRAINIG FOR EXPRE WEB,,78.00,
TT-TEXPWEB2,TOTAL TRAINING FOR EXP WEB 2,,82.30,
tt-tfireworkscs5,Total Training Fireworks CS5,,,
TT-TFLASH9,TOTAL TRAINING FLASH CS3 ESSEN,1.00,,
TT-TFLASHCS4,TOTAL TRAINING FLASH CS4,,98.86,
TT-TFLASHCS4ADV,Total Training for Flash CS4:,,85.47,
TT-TFLASHCS5,TOTAL TRAINING CS5,,,
TT-TILLUSCS4,TT FOR ILLUSTRATOR CS4 ESS,,64.13,
TT-TILLUSCS5,TT for ILLUSTRATOR CS5,,,
TT-TINDECS4,TT FOR INDESIGN CS4 ESSENTIALS,,93.76,
TT-TINDECS4ADV,TT ADV FOR INDESIGN,,59.49,
TT-TINDECS5,TT ADOBE INDESIGN CS5,,81.99,
TT-TMSO2007,TT FOR OFFICE 2007,,44.71,
TT-TMSO2010,Total Training for Office 2010,,50.52,
TT-TMSO2010NF,Total Training for Office 2010,,35.29,
TT-TMSOL10,TOTAL TRAINING OUTLOOK 2010,1.00,62.74,62.74
TT-TMSP2010,TOTAL TRAINING POWERPOINT,,62.58,
TT-TMSWORD2010,TOTAL TRAINING WORD 2010,,81.53,
TT-TMWIN7,TOTAL TRAINING WINDOWS 7,,35.29,
TT-TPREE7,TOTAL TRAINING FOR PREM ELEM 7,,36.04,
TT-TPREPROCS4,TOTAL TRAIN CS4 PREMIERE PRO,,25.00,
TT-TPREPROCS5,PREMIERE PRO CS5,,81.53,
TT-TPSCS4,TT FOR PHOTOSHOP CS4 EXT,,37.23,
TT-TPSCS5,TOTAL TRAINING AD PS CS5,2.00,68.40,136.80
TT-TPSCS5ADV,TT CS5 PTSHP EXT ADV,,85.62,
TT-TPSE7,Total Training for Photoshop E,,23.37,
TT-TPSE8,Total Training for Photoshop E,,46.45,
TT-TQBK20092010,Mastering QuickBooks Pro 2010,,69.78,
TT-TQBKPRO2009,MASTERING INTUIT QUICKBOOKS,,39.94,
TT-TVIS2008,TOTAL TRAINING VISUAL ST 08,,71.32,
TU-US123BM,TuneUp Utilities 2012,,,
V7-A520SN6,USB Standard Speaker System,,7.10,
V7-CK2P07N6P,Elite Wireless Desktop 2.,,24.87,
V7-CS720A01N,V7 HD WEBCAM 720P PRO,,13.01,
V7-CTP19N,V7 Professional Toploader Lapt,,21.42,
V7-D185W18N,"19"" Widescreen LED Monitor",,87.00,
V7-D1912BN6,19_ Energy Star LCD Monitor,,113.71,
V7-HA1002NP,Noise Isolating Stereo Earbuds,,2.46,
V7-HA2012NP,V7 Stereo Headset,,4.70,
V7-HA3002NP,Lightweight Stereo Headphones,,3.35,
V7-HA5102NP,Deluxe Headphones,,7.46,
V7-HU5112NP,Deluxe USB Headset w/ Noise Ca,,17.93,
V7-KC0A14N6P,Standard USB Keyboard,,7.52,
V7-LED215W2R8N,"22"" WIdescreen HD LED Monitor_",,148.25,
V7-LED236W3R8N,"24 LED Widescreen Monitor""""",,162.86,
V7-M32N007N,V7 2.4GHZ Wireless Optical Mou,,9.48,
V7-M42N017N,2.4GHz Wireless Laser Mouse w/,,10.67,
V7-SLC5008N,Combination Laptop Security Lo,,15.91,
V7-SLK5008N,V7 Keyed Laptop Security Lock,,19.58,
V7-VAFD16GAR1N,USB 2.0 Flash Drive - 16GB,,13.29,
V7-VAFD4GAR1N,USB 2.0 Flash Drive - 4GB,,9.18,
V7-VAFD8GAR1N,USB 2.0 Flash Drive - 8GB,,10.28,
V7-VAMSD2GR1N,SD Memory Card - 2GB,,2.86,
V7-VAMSDH16GCL4R1N,MicroSD Memory Card - 16GB,,11.00,
V7-VASDH16GCL4R1N,16GB SDHC Memory Card,,12.70,
V7-VASDH32GCL10R2N,Enlarge V7 32 GB Secure Digita,,13.44,
V7-VASDH8GCL4R1N,SDHC Memory Card - 8GB,,5.73,
V7-VU24GARBLK2N,USB 2.0 Flash Drive - 4GB,,5.14,
VE-PVBRENTVSP000000,BCKUP & REPLCTN ENT FOR VMWARE,,"1,051.85",
VE-PVBRSTDVSP000000,BCKUP & REPL STND VMWARE,,607.50,
VE-VBCKUPHSAP00000A,VEEAM BACKUP RPL STD HYPER-V,,629.10,
VE-VBCKUPVSAP00000A,BU & REPLICATION STD FOR VMW,,675.00,
VE-VBCKUPVSAPARE00,STD SUPRT 1 YR BU RPL VMW,,165.14,
VE-VBCKUPVSBP00000A,BACKUP & REPLICATION STD VMW B,,943.65,
VE-VBRSTDVSP01AR00,ANN RNWL VEEAM BACKUP AND REPL,,141.75,
VE-VBRSTDVSP02YP,ANN RNWL VEEAM BACKUP AND REPL,,229.51,
VE-VBUENTVSAP00000,BACKUP RPL ENT FOR VMWARE,,"1,125.00",
VE-VBUENTVSAP00000A,VEEAM BACKUP & REPLIC ENTVMWAR,,989.10,
VE-VBUENTVSAP1AR00A,BACKUP RPL ENT VMWARE RNWL,,207.71,
VE-VBUENTVSAP1MR00A,BACKUP RPL ENT VMWARE MNTH RNW,,17.31,
VE-VESSENTHSP000000,BACKUP ESS ENT 2 SCKT BDL HV,,"1,350.00",
VE-VESSENTHSP000025,BACKUP ESS ENT 2 SCKT BDL HV,,,
VE-VESSENTHSP01AR00,BACKUP ESSL HYPERV RENEWAL,,311.85,
VE-VESSENTVSP000000,BACKUP ESTL ENT 2 SOCK BNDL,,"1,350.00",
VE-VESSENTVSP0000U6,VEEAM BU ESS ENT VMW 2SCK UPGR,,638.35,
VE-VESSENTVSP01AR00,ANN RNWL ESSEN ENT FOR VMWARE,,313.49,
VE-VESSENTVSP01YP00,ESSEN ENT FOR VMWARE 1YR ADDL,,267.20,
VE-VESSENTVSP0ARE00,RNWL BCKUP ESSL 2 SKT VMWARE,,354.38,
VE-VESSENTVSSC000U6,VEEAM BCKUP ESS ENT CLD FOR VM,,,
VE-VESSPLSHSP01AR00,BACKUP ESSL ENT HYP-V RNWL,,434.70,
VE-VESSPLSHSP01YP00,1 ADD YR BACKUP ESSL ENT HYP-V,,372.60,
VE-VESSPLSHSP02YP00,2 ADD YR BACKUP ESSL ENT HYP-V,,703.80,
VE-VESSPLSVSP000000,BCKUP ESSL ENT PLUS 2 SCKT,,"1,955.00",
VE-VESSPLSVSP000025,BCKUP ESSL ENT PLUS 2 SCKT,,"1,863.00",
VE-VESSPLSVSP000046,VEEAM BCKUP ESSNT ENT PL 6 SCK,,"3,913.91",
VE-VESSPLSVSP0000U4,BCKUP ESSL ENT PLS 2SCKT UPG,,720.00,
VE-VESSPLSVSP01AR00,RNWL BCKUP ESSL ENT PLS 2 SCKT,,434.70,
VE-VESSPLSVSP01MR00,MONTHLY RNWL BCKUP ESSL ENT,,36.22,
VE-VESSSTDHSP000000,BACKUP ESSTL STD 2 SOCKT HYPRV,,764.91,
VE-VESSSTDHSP000025,BACKUP ESSTL STD 2SOCKET HYPRV,,664.20,
VE-VESSSTDHSP01AR00,BCKUP ESSL STD BDL HYP V RNWL,,170.81,
VE-VESSSTDHSP01YP00,ESSL STND HYPER V 1 YR MNT,,145.65,
VE-VESSSTDHSSC1YP00,BACKUP ESS STD HYPERV CLOUD ED,,440.10,
VE-VESSSTDVSP000000,BACKUP ESSTL STD VMW,,764.91,
VE-VESSSTDVSP000025,VEEAM BACKUP ESSTL STD VMW,,664.20,
VE-VESSSTDVSP01AR00,ANN RNWL VEEAM ESSEN STD FOR V,,170.81,
VE-VESSSTDVSP01MR00,BACKUP ESTL STD VMWARE REN,,12.91,
VE-VESSSTDVSP01YP00,VEEAM ESSEN STD FOR VMWARE 1YR,,145.65,
VE-VESSSTDVSP02YP00,2 ADD YRS MAINT BCKUP ESSL VM,,250.92,
VE-VESSSTDVSP0ARE00,ESSEN STD 2 SCKT RENEWAL,,193.73,
VE-VESSSTDVSS03YP00,BCKUP ESSL STND 3 YR RNWL,,"1,020.17",
VE-VESSSTDVSSC1YP00,BACKUP ESS STD CLOUD 1YR,,440.10,
VE-VESSSTDVSSC1YPUK,ESSL STD VMWARE CLD ADD ON,,148.50,
VE-VVBRENTHSP000000,VEEAM BU AND REPL ENT FOR HYPR,,"1,125.00",
VE-VVBRENTVSP000000,BACKUP REPLICATION FOR VMWARE,,"1,168.75",
VE-VVBRPLSVSP0PAR00,Backup & Replication Ent Rnwl,,495.89,
VE-VVBRSTDVSP000000,BCKUP & REPL STND FOR VM,,637.50,
VE-VVBRSTDVSP01AR00,VEEAM B ACKUP STD SPRT 1YR REN,,141.75,
VE-VVBRSTDVSP01MR00,ANN MONTHLY RNWL VEEAM BACKUP,,11.81,
VE-VVBRSTDVSP02YP00,Backup Stnd Support 2 yr add,,229.51,
VE-VVBRSTDVSP0ARE00,VEEAM BU REPLCTN VMWARE RNW EX,,177.19,
VE-VVESE2HSAP00000,ESSENTIALS ENT BNDL HYPERV A,,"1,350.00",
VE-VVESE2VSAP00000A,VEEAM ESSTLS ENT BDL VMW 1-6,,"1,350.00",
VE-VVESE2VSAP1AR00,VEEAM ESSENTIALS ENT VMW RNWL,,283.50,
VE-VVESE2VSAP2YP00A,VEEAM ESS ENT-VMWARE 2YR MNT,,459.02,
VE-VVESS2HSAP00000A,ESSTLS STD HYPER V 2 SKTS,,738.00,
VE-VVESS2HSAP1AR00,VEEAM ESSTLS STD RNWL,,154.98,
VE-VVESS2VSAP00000A,VEEAM ESSTLS STD FOR VMWARE,,738.00,
VE-VVESS2VSAP1AR00,VEEAM MAINTENANCE RNWL,,154.98,
VE-VVESS2VSBC1YPUD,VEEAM ESSTLS STD VMW CLOUD TRB,,222.75,
VE-VVESS2VSBP00000A,ESSENTIALS STD VMWARE 2SKT TRB,,"1,107.00",
VE-VVMONEVSBP00000A,VEEAM ONE FOR VMWARE 7-12 CORE,,607.50,
VM-4L40E68645,VS5-ESSL-BUN-C LICS KEY,,349.18,
VM-4L40E68646,VS5-ESSL-SUB-C-OEM LICS KEY,,154.36,
VM-FUS4ENGMPRO,VMWARE FUSION 4 MAC,,,
VM-FUS5ENGMCP,VMware Fusion 5,,35.00,
VM-FUS5PRO19C,FUSION 5 PROFESSIONAL 1-9,,90.75,
VM-FUS6PROC,FUSION 6 PROFESSIONAL EDITION,,107.29,
VM-FUS7PROA,VMWARE ACAD FUSION 7 PRO,,66.66,
VM-FUS7PROC,FUSION 7 PROFESSIONAL ED,,139.78,
VM-FUS7PROF,Fusion 7 Pro,,,
VM-HZSTD102MGSSSC,HORIZON STD 10PK BASIC SNS 2MO,,,
VM-HZSTD10C,HORIZON VIEW STANDARD 10 PK,,"2,083.33",
VM-HZSTD10GSSSC,BASIC SUBSCPTN SPPRT 10PK 1YR,,492.19,
VM-HZSTDA10C,HORIZON VIEW ADDON 10PK,,"1,568.30",
VM-HZSTDA10GSSSC,BASIC SNS HORIZON VIEW ADDON,,370.51,
VM-VCS5FNDC,VCENTER 5 FOUNDATION,,"1,221.03",
VM-VCS5FNDGSSSC,BASIC SNS - VCENTER 5 FNDTN,,505.67,
VM-VCS5STDA,VCENTER SERVER 5 STANDARD ACAD,,"2,477.88",
VM-VCS5STDC,VCENTER SERVER 5 STD,,"4,137.50",
VM-VCS5STDGSSSA,VCENTER SERVER 5 SNS BASIC,,586.88,
VM-VCS5STDGSSSC,RNWL BASIC SNS VCENTER STD,,"1,433.56",
VM-VCS5STDPSSSA,VCENTER SERVER 5 SNS PROD ACAD,,,
VM-VCS5STDPSSSC,VCENTER SVR 5 STND SNS,,"1,158.75",
VM-VCS5VSAPSSSC,PRDCTN SNS VCNTR STR 1 YR REN,,"2,140.86",
VM-VS4ESSLSUBC,1YR SUBSCPTN ONLY VMW VS4 LICS,,330.84,
VM-VS5ENT3PSSSC,3 YR PROD SUPP VS5 ENT,,"1,765.00",
VM-VS5ENTA,ACAD vSphere 5 ENT PROCESSOR,,"1,437.50",
VM-VS5ENTC,VSPHERE 5 ENTERPRISE,,"2,361.40",
VM-VS5ENTGSSSA,ACAD BASIC SUB & SUP V5 ENT 1Y,,339.38,
VM-VS5ENTGSSSC,BASIC SUP VSPHERE 5 ENT 1YR,,560.41,
VM-VS5ENTPLC,VSPHERE ENTERPRISE PLUS 5,,"2,853.93",
VM-VS5ENTPLGSSSC,VSPHERE ENT+ 5 BASIC SPRT 1Y,,674.29,
VM-VS5ENTPLPSSSC,VSPHERE ENT PRODUCTION SUPPORT,,817.25,
VM-VS5ENTPSSSC,PROD SUP VSPHR ENT 5  1YR,,667.60,
VM-VS5ESPBUN3GSSSC,BASIC SNS V5 ESSTL PLUS 3YR,,"2,314.22",
VM-VS5ESPBUN3PSSSC,PROD SUP VSPHERE ESST+ 3Y,,"2,755.49",
VM-VS5ESPBUNA,VSPHERE 5 ESSTL PLUS ACAD,,"2,226.17",
VM-VS5ESPBUNC,VSPHERE ESSENTIALS PLUS 5,,"3,732.23",
VM-VS5ESPBUNGSSSA,BASIC SUP VS5 ESTLS+ 1YR ACAD,,525.59,
VM-VS5ESPBUNGSSSC,BSC SUPPORT VSPHERE ESS+ 5 1YR,,876.60,
VM-VS5ESPBUNPSSSA,PRODUCTION SUP VS5 ENT+ 1YR,,"1,047.64",
VM-VS5ESPBUNPSSSC,VS5 ESSEN 5 PROD SUP 1YR,,"1,037.54",
VM-VS5ESPKIT3GSSSC,BASIC SNS VSPHERE 5 ESS PLUS F,,,
VM-VS5ESPKIT3PSSSC,VSPHR5 ESS PLU PROD SUP 3YR,,"2,753.23",
VM-VS5ESPKITA,VSPHERE ESSL PLUS BDL ACAD,,"2,247.50",
VM-VS5ESPKITC,VSPHRE ESSL PLUS BDL 3 HOSTS,,"3,714.11",
VM-VS5ESPKITGSSSA,BASIC SNS VSPHERE 5 ESSL ACAD,,530.63,
VM-VS5ESPKITGSSSC,SNS BASIC VSPHRE ESS 5PLUS 1YR,,875.88,
VM-VS5ESPKITPSSSC,SUPPORT VSPHERE 5 ESS PLUS 1 Y,,"2,753.23",
VM-VS5ESSL1PAKA,SUPPORT VS ESSTLS 1 INCIDENT,,278.14,
VM-VS5ESSL1PAKC,SUPPORT VS ESS 1 INC/YEAR,,277.68,
VM-VS5ESSL3PAKC,VS 5 ESSL SUPPORT 3 INCIDENTS,,695.52,
VM-VS5ESSL3SUBA,SUB VS5 ESSTL 3 YR,,95.60,
VM-VS5ESSL3SUBC,SUBSCRIPTION VSPHERE 5 EST 3YR,,159.22,
VM-VS5ESSLBUNA,VSPHERE ESSTL 5 ACAD,,247.50,
VM-VS5ESSLBUNC,VSPHERE ESSENTIALS 5,,412.50,
VM-VS5ESSLSUBA,VSPHERE 5 ESSTL SUB ACAD 1YR,,36.19,
VM-VS5ESSLSUBC,SUBSCRIPTION VSPHERE 5 ESST,,60.94,
VM-VS5MSTDAKC,VSPHERE W/OPSM STD ACCEL KIT,,"8,156.69",
VM-VS5MSTDAKGSSSC,VSPHERE W/OPS MGMT SNS B 6PROC,,"2,981.03",
VM-VS5MSTDAKPRO,VSPH W/OPSM STD ACC KIT PROMO,,"5,632.71",
VM-VS5MSTDAKPSSSC,VSPHR W/OPSM STD ACCEL 1Y PROD,,"3,549.32",
VM-VS5OSTDC,VSPHERE 5 W/ OPS MGT STD,,"1,454.17",
VM-VS5OSTDGSSSC,VSPHERE 5 OPS MGT SNS 1 YR B,,346.08,
VM-VS5STD3GSSSC,BASIC SUPPORT VSPHERE STD 3Y,,660.81,
VM-VS5STDA,VSPHERE STANDARD 5 ACAD,,500.79,
VM-VS5STDAK2C,VSPHERE 5 STD AK 6PROC,,"7,011.97",
VM-VS5STDAK2GSSSC,BASIC SNS VS5 STD AK 6PROC,,"3,016.10",
VM-VS5STDC,VSPHERE STANDARD 5,,829.17,
VM-VS5STDGSSSA,VSPHERE STD BASIC SNS ACAD,,117.54,
VM-VS5STDGSSSC,BASIC SNS VSPHERE V5 STANDARD,,255.94,
VM-VS5STDPSSSC,PRODUCTION SUPPORT VS5 STD,,299.94,
VM-VS6ESPKIT3GSSSC,VSPHR 6 ESSL PLUS BASIC SUP 3Y,,"2,336.40",
VM-VS6ESPKITA,ACAD VSPHR 6 ESSL KIT,,,
VM-VS6ESPKITC,VSPHRE 6 ESS PLUS KIT 3 HOSTS,,"3,983.93",
VM-VS6ESPKITGSSSC,VM BASIC SNS VSPHRE 6 ESSN PLU,,885.89,
VM-VS6ESSL3SUBC,SUBSCPRTN VSPHR 6 ESS KIT 3YR,,161.04,
VM-VS6ESSLBUNA,VSPHERE V6 ESSL BNDL ACAD,,,
VM-VS6ESSLBUNC,VSPHERE V6 ESSL BUNDLE,,,
VM-VS6ESSLKITA,VSPHERE V6 ESSL BUNDLE ACAD,,263.83,
VM-VS6ESSLKITC,VSPHERE ESSENTIALS 6,,438.72,
VM-VS6ESSLSUBA,SNS VSPHERE V6 ESSL BDNL ACAD,,36.00,
VM-VS6ESSLSUBC,SNS VSPHERE ESSENTIALS 6,,61.00,
VM-VU5ENA10C,VIEW 5 ENTERPRISE ADD-ON 10PK,,750.47,
VM-VU5ENA10PSSSC,VIEW 5 ENT ADDON 10PK PROD SNS,,206.61,
VM-VU5ENSTRC,VIEW 5 ENTERPRISE BDL STRT KIT,,"1,238.13",
VM-VU5ENSTRGSSSC,BASIC SNS VIEW 5 STR KIT,,291.64,
VM-VU5PRA103PSSSC,PROD SNS VIEW 5 PREM ADDON 3YR,,"1,152.93",
VM-VU5PRA10C,VIEW 5 PREMIER ADD-ON 10PK LIC,,"1,584.32",
VM-VU5PRA10GSSSC,BASIC SNS VIEW 5 PREM ADDON,,367.18,
VM-VU5PRSTR10UGC,HRZN VIEW STD ADDON 10PK,,,
VM-VU5PRSTR3GSSSC,VIEW 5 PREMR STRT KIT BSC SUP,,"1,287.04",
VM-VU5PRSTRA,HORIZON VIEW 5 BNDL 10 PK,,,
VM-VU5PRSTRC,VIEW 5 PREM BDL STRT KIT 10U,,"2,063.56",
VM-VU5PRSTRGSSSA,BASIC SNS HORZN VW 5 BNDL 1YR,,,
VM-VU5PRSTRGSSSC,BASIC 1YR VIEW 5 PREM STRT KIT,,483.67,
VM-VU5PRSTRPSSSC,VIEW 5 PREM PROD SUPPORT,,573.98,
VM-WS10LWAE,ACAD WORKSTATION 10,,124.17,
VM-WS10LWCE,WORKSTATION 10,,205.53,
VM-WS10LWFE,FEDERAL WORKSTATION 10,,226.59,
VM-WS10LWUGAE,WORKSTN 10 UPGRADE,,59.83,
VM-WS10LWUGCE,WORKSTATION 10 UPGRADE,,98.23,
VM-WS11LWAE,WORKSTATION 11 ACAD,,128.24,
VM-WS11LWCE,WORKSTATION 11,,213.74,
VM-WS11LWUGCE,WORKSTATION 11 UPGRADE,,,
VM-WS9LWAE,WORKSTATION 9 ACAD,,122.99,
VM-WS9LWCE,WORKSTATION 9 LIC,,207.63,
VM-WS9LWFE,WORKSTATION 9 FEDERAL,,225.99,
VM-WS9LWUGCE,WORKSTATION 9 UPGRADE,,97.24,
VM-WS9VP1099F,WORKSTATION 9 10-99U GOV,,207.83,
VM-WSGSSSC,1YR GOLD VMW WRKSTN SNS - SLIC,,,
VM-WSPSSSC,RNWL PLAT SNS FOR WKSTN 7 WIN,,43.95,
W6F00063DL,OFFICE 2011 MAC H&B DL,,,
WD-WDBBEP0010BBK,WD MY PASSPORT 1TB USB3.0 BLK,,,
WE-112200011A,SECUREANYWHR BUS - ENDPT PROT,,18.23,
WE-112200011B,SECUREANYWHR BUS -ENDPT PROT,,16.77,
WE-R112200011B,WEBRT SCR ANYWHR 1YR RNW 10-99,,17.48,
WR-11100310,SecureAnywhere Antivirus 2013,,37.59,
,,,,
,,,,"3,964,526.24"
,,,,
